Fold Number,Number of examples in fold,Model,Accuracy,Precision,Recall,F-Score,AUC,Average Log Loss,Training Log Loss
9,7543,SVM (Pegasos-Linear),0.794909187325998,0.554913294797688,0.0613026819923372,0.110408280621047,0.771818097513435,0.47577576022491,6.85171639087177
Mean,75422,SVM (Pegasos-Linear),0.801158957713423,0.560816322984145,0.0541178276219722,0.0985321350337117,0.761037107111608,0.471569916277486,6.06426183795171
Standard Deviation,75422,SVM (Pegasos-Linear),0.0060825651403667,0.0349701016320264,0.00994943970350503,0.0166424438168328,0.00785822296961189,0.00799704543521193,0.934348916867886
0,7542,Binary Neural Network,0.810395120657651,0.786666666666667,0.0400543109300747,0.0762273901808786,0.804636698335738,0.416238522865731,15.7115516894001
1,7542,Binary Neural Network,0.80124635375232,0.638297872340426,0.039344262295082,0.0741198270537369,0.80126919084452,0.429320432124995,14.7223798158894
2,7542,Binary Neural Network,0.806947759215062,0.619047619047619,0.0438892640108035,0.0819672131147541,0.803866909690708,0.418029376641706,15.6049630740153
3,7542,Binary Neural Network,0.800450808804031,0.590361445783133,0.0322368421052632,0.0611353711790393,0.803261833802374,0.428401587131952,14.750574117501
4,7542,Binary Neural Network,0.80124635375232,0.704225352112676,0.0327225130890052,0.0625390869293308,0.796602756743863,0.434033173348907,13.8795832699369
5,7542,Binary Neural Network,0.797798992309732,0.6875,0.0353697749196141,0.0672782874617737,0.79893499151699,0.442170352057634,13.1039154584087
6,7542,Binary Neural Network,0.813842482100239,0.694736842105263,0.0458015267175573,0.0859375,0.793436327032997,0.416619113447616,14.5854347184273
7,7543,Binary Neural Network,0.798886384727562,0.672131147540984,0.0266579973992198,0.0512820512820513,0.800062204339903,0.437189990671636,13.5575548994064
8,7542,Binary Neural Network,0.798594537258022,0.754098360655738,0.0296774193548387,0.0571073867163253,0.793559315646669,0.44205560947072,12.9733823678142
9,7543,Binary Neural Network,0.797560652260374,0.619631901840491,0.0644955300127714,0.116830537883169,0.805634241604311,0.421061980785483,17.5636842350128
Mean,75422,Binary Neural Network,0.802696944483732,0.676669720809299,0.039024944083423,0.073442465180106,0.800126446955807,0.428512013854638,14.6453023645812
Standard Deviation,75422,Binary Neural Network,0.00570116408659875,0.0621943960914234,0.0108472874424159,0.0188142993529404,0.00444135551434761,0.0101866128895472,1.39587115777995
